date,fd_offset,division,lineage,count
2021-10-18,-75,Pennsylvania,21J,198
2021-10-21,-72,New Mexico,21J,129
2021-11-17,-45,Hawaii,21A,1
2021-11-18,-44,Idaho,other,1
2021-11-11,-51,Alaska,21J,16
2021-10-28,-65,New York,21I,9
2021-11-05,-57,Alaska,21I,2
2021-10-04,-89,Georgia,other,1
2021-10-09,-84,New Hampshire,21J,38
2021-11-06,-56,New Jersey,other,1
2021-11-09,-53,Arizona,21J,167
2021-10-30,-63,Louisiana,other,2
2021-10-11,-82,Tennessee,21J,115
2021-10-17,-76,Alaska,21I,1
2021-10-15,-78,Michigan,21A,1
2021-10-20,-73,New Jersey,21J,140
2021-10-26,-67,Texas,other,1
2021-11-12,-50,Utah,other,1
2021-11-26,-36,Wisconsin,21I,2
2021-12-12,-20,Wisconsin,21J,53
2021-10-29,-64,Washington DC,21J,5
2021-11-13,-49,Ohio,21I,7
2021-11-11,-51,Virginia,other,1
2021-12-04,-28,Maryland,21K,1
2021-10-15,-78,Georgia,21J,108
2021-11-25,-37,New Mexico,21A,2
2021-11-06,-56,Texas,21J,208
2021-10-11,-82,Colorado,21J,266
2021-10-05,-88,Nebraska,21J,45
2021-11-24,-38,New Jersey,21J,156
2021-11-10,-52,Wisconsin,21A,1
2021-12-04,-28,Texas,21K,6
2021-10-29,-64,Colorado,21J,411
2021-11-14,-48,Georgia,21I,3
2021-11-15,-47,Indiana,21J,127
2021-11-13,-49,Missouri,other,3
2021-11-03,-59,Mississippi,21J,6
2021-11-03,-59,Tennessee,21J,49
2021-12-23,-9,Arizona,21J,1
2021-11-24,-38,New York,other,2
2021-10-07,-86,California,other,4
2021-10-16,-77,Oklahoma,21J,19
2021-10-12,-81,Alaska,21I,4
2021-12-13,-19,North Carolina,other,1
2021-12-07,-25,Michigan,21I,3
2021-12-18,-14,Rhode Island,21J,3
2021-11-05,-57,Illinois,21J,175
2021-11-04,-58,New Jersey,21I,3
2021-11-19,-43,Illinois,21J,183
2021-11-06,-56,Kentucky,21I,2
2021-10-21,-72,Michigan,21A,3
2021-10-19,-74,Oklahoma,21J,30
2021-12-07,-25,Washington DC,21J,13
2021-10-03,-90,Idaho,21J,38
2021-10-24,-69,Kentucky,21J,14
2021-10-12,-81,North Dakota,21J,4
2021-12-07,-25,Louisiana,21J,3
2021-10-05,-88,New Hampshire,21I,2
2021-11-19,-43,Texas,21J,170
2021-11-02,-60,Wyoming,21J,6
2021-12-16,-16,Nebraska,21J,4
2021-10-15,-78,New Jersey,21J,153
2021-10-17,-76,South Dakota,21I,1
2021-10-11,-82,Florida,21J,219
2021-12-17,-15,Idaho,21K,1
2021-11-29,-33,Nevada,21J,74
2021-11-16,-46,Tennessee,21I,8
2021-12-09,-23,Virginia,21I,3
2021-11-26,-36,Iowa,21J,27
2021-11-29,-33,Michigan,21I,10
2021-10-08,-85,Washington,21A,2
2021-11-08,-54,Texas,21J,147
2021-10-24,-69,Oregon,21I,2
2021-11-09,-53,Michigan,21J,438
2021-12-13,-19,Pennsylvania,21J,28
2021-12-08,-24,Virginia,21I,3
2021-10-30,-63,Ohio,21J,130
2021-11-11,-51,Oregon,21A,3
2021-10-28,-65,Rhode Island,21A,1
2021-10-16,-77,Alabama,21J,6
2021-11-27,-35,Kansas,21J,60
2021-12-15,-17,Wyoming,21J,1
2021-10-28,-65,Missouri,21J,40
2021-10-23,-70,Pennsylvania,21I,10
2021-10-08,-85,Iowa,21J,44
2021-11-10,-52,New York,21I,9
2021-12-09,-23,Oregon,21J,27
2021-10-06,-87,Colorado,21I,11
2021-12-06,-26,Delaware,21J,18
2021-10-26,-67,Massachusetts,21I,16
2021-11-03,-59,California,21J,864
2021-12-06,-26,Maryland,21J,68
2021-10-08,-85,Alaska,21I,1
2021-10-12,-81,Tennessee,21I,12
2021-10-12,-81,New Jersey,21J,76
2021-12-09,-23,Vermont,21A,6
2021-10-29,-64,Massachusetts,21I,23
2021-11-08,-54,Massachusetts,21I,22
2021-11-18,-44,Nevada,21A,1
2021-11-06,-56,California,other,1
2021-10-17,-76,Maryland,21A,1
2021-12-13,-19,Washington DC,21I,1
2021-11-03,-59,Michigan,21A,1
2021-11-26,-36,Indiana,21I,6
2021-10-25,-68,Nebraska,21I,1
2021-10-04,-89,West Virginia,other,3
2021-11-30,-32,Indiana,21I,3
2021-11-12,-50,Alaska,21A,4
2021-12-05,-27,Arizona,21K,2
2021-12-08,-24,Delaware,21J,17
2021-12-09,-23,Missouri,21J,34
2021-11-28,-34,Tennessee,21I,1
2021-12-05,-27,Tennessee,21I,1
2021-10-06,-87,Washington,21I,6
2021-12-15,-17,Alabama,21K,2
2021-12-01,-31,Washington,21A,1
2021-10-20,-73,West Virginia,21I,6
2021-11-27,-35,Arizona,21J,129
2021-12-16,-16,North Carolina,21K,22
2021-10-04,-89,Wyoming,21J,16
2021-10-30,-63,Indiana,other,1
2021-10-17,-76,Rhode Island,21A,2
2021-12-18,-14,Illinois,21K,2
2021-11-04,-58,Maryland,other,1
2021-10-22,-71,Arizona,other,1
2021-10-18,-75,Texas,21I,11
2021-11-19,-43,Indiana,21A,1
2021-12-21,-11,West Virginia,21J,12
2021-11-13,-49,Utah,21I,2
2021-11-12,-50,Idaho,21J,14
2021-11-23,-39,Texas,21J,124
2021-12-11,-21,Georgia,21J,58
2021-12-01,-31,Massachusetts,21I,38
2021-11-05,-57,Wyoming,21J,12
2021-10-11,-82,New York,21I,17
2021-10-06,-87,Connecticut,21I,1
2021-12-02,-30,Washington DC,21J,19
2021-11-09,-53,Iowa,21I,2
2021-11-29,-33,Alabama,21I,2
2021-11-23,-39,North Carolina,21J,136
2021-10-30,-63,Colorado,21I,13
2021-11-30,-32,California,other,2
2021-10-26,-67,North Carolina,21I,12
2021-12-21,-11,Florida,21K,4
2021-11-05,-57,New Mexico,21I,1
2021-10-30,-63,Pennsylvania,other,1
2021-12-17,-15,West Virginia,21I,1
2021-11-19,-43,North Carolina,21J,60
2021-10-20,-73,South Carolina,21J,52
2021-11-12,-50,Texas,21A,1
2021-11-04,-58,Vermont,21J,147
2021-11-17,-45,Nebraska,21I,2
2021-11-25,-37,New Jersey,21J,12
2021-11-06,-56,Tennessee,21I,1
2021-12-09,-23,Utah,21J,14
2021-11-30,-32,Puerto Rico,21J,1
2021-12-09,-23,Minnesota,21J,525
2021-12-15,-17,Utah,21J,2
2021-10-04,-89,Vermont,21J,143
2021-11-03,-59,Texas,21I,7
2021-12-09,-23,Connecticut,21J,54
2021-10-19,-74,Alaska,21J,46
2021-10-27,-66,Florida,other,4
2021-10-23,-70,California,21A,14
2021-10-21,-72,Colorado,21A,2
2021-10-14,-79,Illinois,21I,14
2021-12-05,-27,Oklahoma,21J,5
2021-10-08,-85,Connecticut,21J,48
2021-10-22,-71,Florida,21I,15
2021-10-04,-89,Hawaii,21A,1
2021-10-27,-66,North Carolina,21A,1
2021-11-22,-40,Rhode Island,21A,1
2021-11-05,-57,Tennessee,21I,4
2021-12-17,-15,Wisconsin,21J,67
2021-10-07,-86,Colorado,21A,5
2021-11-19,-43,Kansas,21J,18
2021-10-17,-76,West Virginia,21I,6
2021-11-19,-43,Virginia,21A,1
2021-10-28,-65,Hawaii,21J,2
2021-10-29,-64,Maine,21A,0
2021-12-12,-20,South Dakota,21J,2
2021-12-08,-24,Michigan,21I,8
2021-11-26,-36,Montana,21J,4
2021-12-17,-15,Colorado,other,1
2021-11-06,-56,Connecticut,21J,54
2021-11-22,-40,Arizona,21J,213
2021-11-16,-46,Kansas,21I,1
2021-12-08,-24,Texas,21K,13
2021-10-11,-82,North Dakota,21J,4
2021-11-29,-33,New Hampshire,21I,2
2021-10-31,-62,California,21J,241
2021-11-29,-33,Vermont,21A,2
2021-11-02,-60,Florida,21J,97
2021-11-13,-49,Texas,21I,10
2021-11-02,-60,Wisconsin,21I,4
2021-10-28,-65,Florida,21I,4
2021-10-22,-71,Maine,21I,0
2021-10-24,-69,Oregon,21J,21
2021-11-10,-52,Wisconsin,other,4
2021-11-23,-39,New Jersey,21J,231
2021-11-04,-58,New Hampshire,21A,1
2021-10-07,-86,Georgia,other,1
2021-12-14,-18,Massachusetts,21K,60
2021-12-16,-16,Wyoming,21J,1
2021-12-05,-27,Illinois,21J,71
2021-10-31,-62,New Hampshire,21A,1
2021-10-11,-82,Indiana,21J,137
2021-12-15,-17,Washington,21J,46
2021-10-20,-73,Wisconsin,other,1
2021-10-04,-89,Nebraska,21J,40
2021-10-26,-67,Florida,21J,162
2021-11-11,-51,Idaho,21J,14
2021-11-12,-50,Hawaii,21J,8
2021-10-15,-78,Massachusetts,21I,13
2021-10-03,-90,Maine,21I,0
2021-10-06,-87,New Mexico,21I,11
2021-12-13,-19,North Carolina,21J,131
2021-11-04,-58,Rhode Island,21I,3
2021-11-06,-56,Wisconsin,21J,156
2021-11-18,-44,Pennsylvania,21I,4
2021-10-08,-85,Tennessee,21I,5
2021-11-05,-57,Illinois,21I,4
2021-11-01,-61,Mississippi,21J,8
2021-12-16,-16,Montana,21J,1
2021-11-09,-53,Texas,21J,161
2021-10-29,-64,Massachusetts,21J,372
2021-12-16,-16,Ohio,21J,43
2021-11-18,-44,North Dakota,21J,4
2021-11-08,-54,Arkansas,21J,34
2021-11-21,-41,Florida,21J,61
2021-10-11,-82,Alaska,21J,35
2021-10-03,-90,North Carolina,21I,14
2021-12-13,-19,New York,21J,30
2021-12-09,-23,Wisconsin,21J,103
2021-11-01,-61,New Mexico,21J,98
2021-11-08,-54,Oregon,21J,66
2021-10-31,-62,Colorado,other,2
2021-11-21,-41,New Jersey,21I,2
2021-11-24,-38,Washington DC,other,1
2021-11-16,-46,North Carolina,21J,198
2021-11-13,-49,California,21A,2
2021-11-22,-40,South Carolina,21I,1
2021-10-21,-72,Wisconsin,21J,107
2021-11-17,-45,Ohio,21J,204
2021-10-05,-88,Connecticut,21J,17
2021-12-16,-16,Minnesota,21I,1
2021-12-08,-24,New York,21J,383
2021-11-22,-40,Pennsylvania,21A,1
2021-11-07,-55,California,other,2
2021-10-28,-65,Massachusetts,21A,5
2021-12-06,-26,Hawaii,21K,2
2021-10-31,-62,Minnesota,other,1
2021-12-03,-29,Nevada,21I,2
2021-11-14,-48,Kentucky,other,1
2021-12-17,-15,Mississippi,21K,2
2021-11-27,-35,Pennsylvania,21A,1
2021-11-13,-49,Colorado,other,2
2021-10-09,-84,Arkansas,21I,1
2021-10-30,-63,Alaska,21A,1
2021-11-10,-52,Indiana,21A,2
2021-11-27,-35,Iowa,21J,12
2021-12-04,-28,Kentucky,21J,34
2021-11-30,-32,Virginia,21I,3
2021-10-24,-69,Arizona,21J,60
2021-10-06,-87,Rhode Island,21I,1
2021-10-18,-75,Texas,21A,1
2021-10-22,-71,Illinois,21A,2
2021-11-26,-36,Arizona,other,1
2021-10-11,-82,Minnesota,21J,630
2021-11-06,-56,California,21A,5
2021-11-22,-40,Tennessee,21I,1
2021-11-10,-52,New Hampshire,other,1
2021-10-04,-89,Washington,21I,1
2021-10-29,-64,Nevada,21I,6
2021-11-05,-57,Wyoming,21I,1
2021-11-29,-33,Tennessee,21J,38
2021-10-03,-90,Kentucky,21J,41
2021-11-06,-56,Illinois,other,4
2021-10-14,-79,Nebraska,21J,29
2021-11-19,-43,Idaho,21J,20
2021-10-09,-84,Arizona,21J,123
2021-11-25,-37,Kansas,21J,1
2021-10-17,-76,Texas,21A,3
2021-10-13,-80,West Virginia,21I,12
2021-10-05,-88,Arkansas,21I,5
2021-12-11,-21,Alabama,21K,1
2021-10-11,-82,North Dakota,21I,1
2021-10-19,-74,New Mexico,21A,2
2021-12-14,-18,Arkansas,21J,5
2021-12-05,-27,Alaska,21I,2
2021-12-15,-17,Massachusetts,21J,541
2021-10-28,-65,Montana,21I,1
2021-12-12,-20,Colorado,21K,5
2021-12-04,-28,Connecticut,21J,49
2021-10-08,-85,Oregon,21I,2
2021-10-29,-64,Pennsylvania,21A,1
2021-10-10,-83,Tennessee,other,1
2021-12-12,-20,Washington DC,21J,1
2021-10-21,-72,Kansas,other,2
2021-10-25,-68,Georgia,other,1
2021-12-08,-24,New York,21A,3
2021-10-31,-62,Arizona,21I,3
2021-11-06,-56,Nebraska,21J,31
2021-11-13,-49,New Jersey,21I,1
2021-11-18,-44,Vermont,21J,136
2021-12-07,-25,Rhode Island,21K,3
2021-11-19,-43,Maine,21A,0
2021-10-26,-67,North Dakota,21I,2
2021-12-12,-20,Maryland,21J,13
2021-10-19,-74,Virginia,21J,104
2021-12-17,-15,Wisconsin,21K,40
2021-10-25,-68,South Carolina,21J,58
2021-11-09,-53,Indiana,21I,2
2021-11-03,-59,California,21I,44
2021-10-23,-70,Ohio,21I,5
2021-11-19,-43,Ohio,21A,1
2021-12-02,-30,North Dakota,21J,5
2021-12-01,-31,Virginia,21J,148
2021-11-29,-33,California,21J,958
2021-11-01,-61,Georgia,21I,3
2021-11-28,-34,Washington,21J,26
2021-11-02,-60,Michigan,21I,13
2021-11-08,-54,West Virginia,other,1
2021-10-15,-78,New Jersey,21A,5
2021-11-19,-43,Nevada,21J,28
2021-11-11,-51,New Jersey,21J,254
2021-11-18,-44,New Jersey,other,1
2021-10-03,-90,Pennsylvania,21I,3
2021-11-14,-48,Kentucky,21I,3
2021-11-18,-44,Georgia,21J,36
2021-10-29,-64,Georgia,21I,4
2021-11-28,-34,Nevada,21J,22
2021-12-10,-22,Pennsylvania,21I,5
2021-12-09,-23,New Hampshire,21J,18
2021-12-14,-18,Maryland,other,2
2021-11-02,-60,California,21J,973
2021-11-09,-53,Vermont,21J,120
2021-12-10,-22,Nevada,21J,34
2021-11-07,-55,Kansas,21J,38
2021-10-10,-83,Ohio,21I,5
2021-10-18,-75,Pennsylvania,21I,11
2021-12-06,-26,Oregon,21A,1
2021-12-06,-26,Washington,21I,1
2021-12-05,-27,Minnesota,21J,288
2021-10-31,-62,Idaho,21J,20
2021-11-10,-52,Maryland,21J,101
2021-12-11,-21,Maine,21K,0
2021-12-05,-27,Georgia,21I,4
2021-10-07,-86,Nebraska,21J,33
2021-12-07,-25,Connecticut,21J,69
2021-12-07,-25,Connecticut,21A,1
2021-11-22,-40,Maine,other,0
2021-10-20,-73,New York,21J,209
2021-12-16,-16,California,21J,542
2021-10-22,-71,Arkansas,21I,1
2021-12-03,-29,Puerto Rico,21J,4
2021-10-27,-66,Nevada,21J,85
2021-11-11,-51,Virginia,21J,52
2021-11-16,-46,Arkansas,other,1
2021-11-06,-56,New Jersey,21J,93
2021-10-24,-69,Georgia,21I,10
2021-12-14,-18,Massachusetts,21I,19
2021-10-16,-77,New York,21A,1
2021-10-07,-86,California,21J,540
2021-10-18,-75,California,21J,792
2021-11-20,-42,Colorado,21I,3
2021-11-24,-38,Maine,21J,0
2021-11-28,-34,South Carolina,21I,2
2021-12-18,-14,California,21K,714
2021-12-13,-19,Mississippi,21J,2
2021-10-31,-62,North Carolina,21I,3
2021-10-14,-79,Oklahoma,other,1
2021-11-04,-58,Maryland,21A,1
2021-11-05,-57,Maryland,21I,5
2021-10-25,-68,Alaska,21I,2
2021-11-21,-41,Arkansas,21J,6
2021-11-18,-44,Oregon,21A,2
2021-12-04,-28,South Carolina,21J,29
2021-11-12,-50,Wisconsin,21J,125
2021-11-07,-55,Ohio,21I,4
2021-10-18,-75,California,other,7
2021-12-08,-24,Mississippi,21I,1
2021-11-12,-50,Utah,21J,33
2021-11-11,-51,Illinois,21J,147
2021-12-04,-28,Mississippi,21J,4
2021-11-06,-56,Mississippi,21J,3
2021-12-03,-29,California,21K,2
2021-10-12,-81,Hawaii,21J,4
2021-10-16,-77,New York,21I,2
2021-10-17,-76,North Carolina,21J,63
2021-11-01,-61,Tennessee,21J,79
2021-11-26,-36,California,21A,1
2021-10-11,-82,New York,21J,189
2021-10-13,-80,Kansas,21J,17
2021-12-03,-29,New York,other,2
2021-12-09,-23,Arizona,21I,6
2021-11-24,-38,Ohio,21J,120
2021-10-25,-68,Oklahoma,21J,36
2021-11-08,-54,Texas,21I,9
2021-10-09,-84,Illinois,21I,10
2021-12-06,-26,New Hampshire,21I,2
2021-12-06,-26,New York,21J,64
2021-11-09,-53,Ohio,21J,162
2021-12-08,-24,Rhode Island,21K,4
2021-10-20,-73,Washington,21J,213
2021-10-23,-70,Maine,21J,0
2021-11-19,-43,Illinois,other,4
2021-12-09,-23,Georgia,21I,1
2021-11-24,-38,Arizona,21A,3
2021-12-17,-15,Arkansas,21J,3
2021-11-14,-48,California,21J,224
2021-10-18,-75,Minnesota,other,2
2021-12-17,-15,South Carolina,21K,2
2021-10-11,-82,Nevada,21J,76
2021-10-06,-87,Arizona,other,2
2021-10-09,-84,Arizona,other,1
2021-12-15,-17,Washington DC,21J,10
2021-11-09,-53,Florida,21A,1
2021-11-01,-61,Massachusetts,21A,7
2021-11-25,-37,Louisiana,21J,1
2021-11-08,-54,Minnesota,21A,1
2021-12-13,-19,Washington DC,21J,4
2021-10-13,-80,Missouri,other,1
2021-11-08,-54,New Mexico,21A,5
2021-10-03,-90,Michigan,21J,190
2021-12-06,-26,Minnesota,21K,6
2021-11-05,-57,Connecticut,other,1
2021-11-02,-60,Minnesota,21I,11
2021-10-11,-82,Pennsylvania,21J,158
2021-12-01,-31,Arkansas,21J,20
2021-11-02,-60,North Carolina,21I,8
2021-12-15,-17,Nevada,21K,2
2021-10-26,-67,Wisconsin,21I,1
2021-10-18,-75,Colorado,21I,15
2021-10-18,-75,Georgia,21I,14
2021-12-19,-13,West Virginia,21J,14
2021-10-19,-74,California,21A,14
2021-12-09,-23,Rhode Island,21I,1
2021-11-26,-36,Utah,21J,26
2021-11-10,-52,Virginia,21I,2
2021-11-21,-41,New Mexico,other,2
2021-10-19,-74,Idaho,21A,2
2021-10-10,-83,Arkansas,21J,16
2021-11-19,-43,Washington DC,21I,1
2021-12-22,-10,West Virginia,21J,2
2021-11-15,-47,Colorado,21A,7
2021-12-12,-20,Georgia,21J,14
2021-10-17,-76,Colorado,21J,227
2021-10-16,-77,Maryland,21J,62
2021-10-23,-70,New York,21J,115
2021-12-05,-27,New York,21K,3
2021-11-10,-52,Florida,21J,84
2021-10-24,-69,Tennessee,21J,51
2021-10-22,-71,Ohio,21J,116
2021-10-07,-86,Wisconsin,21J,130
2021-11-12,-50,West Virginia,21J,108
2021-11-10,-52,Texas,21I,19
2021-11-09,-53,Florida,21J,96
2021-11-13,-49,North Carolina,21I,3
2021-12-05,-27,New York,other,1
2021-10-27,-66,Ohio,21J,130
2021-10-04,-89,Arkansas,21J,36
2021-11-16,-46,New Hampshire,21I,1
2021-12-01,-31,New York,21I,13
2021-11-16,-46,Tennessee,other,2
2021-10-29,-64,South Carolina,21J,35
2021-12-14,-18,Arizona,21K,8
2021-11-04,-58,Massachusetts,other,1
2021-12-15,-17,New Jersey,21J,51
2021-10-23,-70,Rhode Island,21J,24
2021-11-02,-60,Rhode Island,21J,35
2021-12-15,-17,Arkansas,21J,4
2021-11-23,-39,Arizona,21I,5
2021-12-14,-18,Arizona,21A,2
2021-12-14,-18,Nevada,21I,1
2021-10-06,-87,Washington DC,21J,15
2021-11-14,-48,Michigan,other,3
2021-12-08,-24,Iowa,21J,25
2021-11-12,-50,Michigan,other,2
2021-12-02,-30,Montana,21J,2
2021-10-24,-69,New Mexico,21J,80
2021-12-14,-18,Nebraska,21K,1
2021-11-20,-42,Florida,other,2
2021-12-06,-26,Arkansas,21J,34
2021-10-28,-65,Texas,21I,21
2021-11-07,-55,Maryland,21J,57
2021-10-12,-81,New York,21J,161
2021-11-08,-54,Minnesota,21J,656
2021-11-14,-48,Arizona,21I,6
2021-11-05,-57,Rhode Island,other,1
2021-11-22,-40,Illinois,21A,1
2021-11-23,-39,Wisconsin,21J,171
2021-12-16,-16,Louisiana,21K,19
2021-12-04,-28,Utah,21J,17
2021-11-19,-43,New Hampshire,21I,3
2021-11-11,-51,West Virginia,21I,7
2021-10-10,-83,Virginia,21J,22
2021-10-18,-75,Washington,21A,2
2021-10-30,-63,Washington DC,21I,1
2021-11-23,-39,Nevada,21J,59
2021-12-16,-16,Ohio,21I,1
2021-10-08,-85,Rhode Island,21J,42
2021-12-12,-20,Illinois,21K,42
2021-10-23,-70,Virginia,21J,45
2021-10-05,-88,West Virginia,other,1
2021-10-22,-71,West Virginia,other,1
2021-10-04,-89,Ohio,21J,122
2021-10-14,-79,Minnesota,21I,22
2021-11-13,-49,Virginia,21J,34
2021-12-13,-19,Washington DC,21K,15
2021-10-06,-87,Missouri,21I,2
2021-10-24,-69,Massachusetts,21A,2
2021-10-11,-82,New Mexico,21J,91
2021-12-07,-25,Alabama,21J,23
2021-12-10,-22,Utah,21A,1
2021-11-05,-57,Georgia,21I,5
2021-12-10,-22,Illinois,21K,13
2021-10-03,-90,Wisconsin,21J,116
2021-11-17,-45,New York,other,1
2021-10-17,-76,Mississippi,21J,2
2021-10-28,-65,North Carolina,21I,5
2021-10-24,-69,Pennsylvania,21I,8
2021-11-20,-42,Kentucky,21J,33
2021-11-09,-53,Maine,21J,0
2021-12-09,-23,Puerto Rico,21J,1
2021-10-12,-81,Wyoming,21I,1
2021-10-07,-86,South Carolina,21I,2
2021-10-06,-87,North Carolina,21I,18
2021-10-06,-87,Connecticut,21J,16
2021-12-17,-15,Washington,21K,88
2021-12-04,-28,Massachusetts,21K,2
2021-11-27,-35,California,21J,492
2021-10-13,-80,Kentucky,21I,2
2021-10-20,-73,Indiana,21I,8
2021-11-20,-42,New York,21I,1
2021-10-26,-67,New Jersey,21I,7
2021-10-30,-63,Nevada,21I,6
2021-11-20,-42,Washington,21I,3
2021-12-22,-10,Nevada,21J,4
2021-12-08,-24,Indiana,21J,103
2021-12-01,-31,Iowa,21J,24
2021-10-27,-66,Pennsylvania,21I,11
2021-11-19,-43,Arizona,21I,1
2021-10-06,-87,Maryland,21A,2
2021-11-04,-58,New Mexico,21A,1
2021-12-04,-28,Washington DC,21J,13
2021-11-13,-49,Texas,other,4
2021-10-26,-67,Tennessee,21J,73
2021-12-09,-23,North Dakota,21J,1
2021-12-14,-18,Colorado,21A,1
2021-10-26,-67,North Dakota,21J,7
2021-12-08,-24,Utah,other,1
2021-12-02,-30,Virginia,21A,1
2021-11-07,-55,New Hampshire,21J,22
2021-10-11,-82,Kansas,21J,51
2021-11-07,-55,Oregon,other,1
2021-10-05,-88,Washington,21I,10
2021-10-13,-80,Arkansas,21J,31
2021-10-16,-77,Virginia,other,1
2021-11-06,-56,California,21J,518
2021-11-09,-53,Texas,21I,6
2021-10-25,-68,South Dakota,21J,20
2021-12-14,-18,Georgia,21J,42
2021-10-06,-87,Michigan,other,2
2021-12-12,-20,Massachusetts,21A,1
2021-11-08,-54,New Hampshire,21I,5
2021-10-20,-73,Texas,21J,152
2021-10-26,-67,Delaware,21I,2
2021-11-24,-38,Georgia,21I,3
2021-11-07,-55,New Mexico,21A,1
2021-10-09,-84,North Carolina,21J,79
2021-11-23,-39,Texas,21A,2
2021-11-20,-42,Michigan,21A,1
2021-10-08,-85,Florida,21J,216
2021-12-17,-15,Colorado,21J,16
2021-10-19,-74,Washington DC,21J,11
2021-10-09,-84,Illinois,other,3
2021-11-17,-45,North Carolina,21A,1
2021-11-20,-42,Vermont,21I,2
2021-11-18,-44,Tennessee,other,3
2021-11-08,-54,Ohio,21J,92
2021-10-30,-63,Maine,21A,0
2021-11-21,-41,Kansas,other,1
2021-11-06,-56,Pennsylvania,21I,11
2021-11-05,-57,Missouri,21J,73
2021-11-16,-46,Indiana,21A,2
2021-11-11,-51,Arizona,other,1
2021-11-03,-59,Nevada,21A,2
2021-10-05,-88,Pennsylvania,other,2
2021-12-04,-28,Michigan,21J,101
2021-12-04,-28,Montana,21J,1
2021-11-17,-45,New Mexico,21A,1
2021-11-16,-46,Oklahoma,21J,38
2021-12-08,-24,Virginia,21J,58
2021-10-26,-67,Arkansas,21J,24
2021-10-21,-72,Nevada,other,1
2021-10-22,-71,Minnesota,21I,17
2021-10-20,-73,Mississippi,21J,7
2021-11-15,-47,Washington,21I,5
2021-10-07,-86,Vermont,21A,2
2021-11-16,-46,Washington,21I,4
2021-11-04,-58,Pennsylvania,21J,241
2021-10-08,-85,Maryland,21I,12
2021-10-16,-77,Texas,21J,135
2021-11-23,-39,Minnesota,21I,3
2021-10-27,-66,Virginia,other,1
2021-12-02,-30,Kentucky,21I,1
2021-11-10,-52,Louisiana,21I,2
2021-10-27,-66,Texas,21I,12
2021-11-06,-56,Illinois,21J,162
2021-10-20,-73,Vermont,21I,2
2021-10-04,-89,Indiana,21J,131
2021-11-02,-60,Alabama,21J,6
2021-11-30,-32,Montana,21J,2
2021-12-02,-30,Illinois,21J,34
2021-10-13,-80,Connecticut,21J,24
2021-12-14,-18,Washington DC,21J,23
2021-10-18,-75,Texas,other,2
2021-11-21,-41,Virginia,21I,1
2021-11-27,-35,Alabama,21J,5
2021-10-15,-78,Delaware,21I,2
2021-12-02,-30,Pennsylvania,21I,5
2021-10-07,-86,Indiana,21J,135
2021-10-17,-76,Idaho,21I,1
2021-11-28,-34,Rhode Island,21J,22
2021-10-11,-82,Washington,21A,7
2021-12-01,-31,Virginia,21K,1
2021-11-07,-55,California,21J,257
2021-10-29,-64,Florida,21J,121
2021-10-25,-68,Indiana,21I,2
2021-10-18,-75,Idaho,21J,57
2021-11-02,-60,Kentucky,21I,3
2021-11-14,-48,Minnesota,other,5
2021-10-13,-80,New Mexico,21A,2
2021-12-09,-23,Pennsylvania,21A,1
2021-11-03,-59,Colorado,21A,18
2021-11-04,-58,Idaho,21A,1
2021-10-07,-86,Arizona,21A,2
2021-11-11,-51,Hawaii,21J,4
2021-11-19,-43,Colorado,21I,1
2021-11-21,-41,Wisconsin,21I,3
2021-11-06,-56,Utah,21J,40
2021-11-04,-58,Iowa,other,1
2021-12-14,-18,Maine,other,0
2021-11-18,-44,Michigan,21A,2
2021-12-04,-28,California,21A,2
2021-10-14,-79,North Carolina,21J,165
2021-10-20,-73,Nebraska,21I,2
2021-11-13,-49,Rhode Island,21A,1
2021-10-24,-69,Rhode Island,21I,1
2021-10-28,-65,Arizona,21A,3
2021-11-10,-52,Massachusetts,21A,2
2021-11-06,-56,New York,21J,63
2021-11-27,-35,New Jersey,21J,72
2021-10-08,-85,West Virginia,21J,117
2021-11-27,-35,New Hampshire,21J,39
2021-10-29,-64,New Hampshire,21I,1
2021-11-23,-39,California,21I,35
2021-12-12,-20,Alaska,21K,1
2021-10-15,-78,Virginia,21I,4
2021-11-24,-38,Alabama,21J,4
2021-10-26,-67,South Carolina,21J,52
2021-11-19,-43,Kentucky,21J,53
2021-10-09,-84,Texas,21I,9
2021-10-29,-64,West Virginia,21I,8
2021-12-18,-14,California,other,3
2021-10-26,-67,Hawaii,21J,5
2021-10-13,-80,New Mexico,21J,103
2021-10-22,-71,Connecticut,21J,44
2021-10-28,-65,Nevada,21A,2
2021-10-13,-80,Rhode Island,21I,3
2021-10-29,-64,Virginia,21I,8
2021-10-05,-88,Kentucky,21J,100
2021-10-12,-81,Louisiana,21J,12
2021-11-23,-39,Montana,21J,11
2021-10-27,-66,Nevada,21A,1
2021-10-31,-62,Virginia,21J,63
2021-12-01,-31,Washington DC,21J,16
2021-11-05,-57,California,other,13
2021-12-19,-13,Vermont,21K,13
2021-12-10,-22,Wisconsin,21K,2
2021-12-13,-19,Massachusetts,other,1
2021-10-16,-77,New Jersey,21I,2
2021-12-02,-30,Ohio,21I,4
2021-12-03,-29,Alabama,21J,10
2021-11-23,-39,Arkansas,21J,35
2021-10-24,-69,New Hampshire,21J,16
2021-11-06,-56,Idaho,21I,1
2021-11-28,-34,South Dakota,21J,2
2021-10-05,-88,Maine,21J,0
2021-12-11,-21,Virginia,21J,8
2021-11-30,-32,Florida,21J,62
