date,fd_offset,division,lineage,count
2021-11-24,-38,Kansas,other,1
2021-11-29,-33,Georgia,21J,68
2021-10-21,-72,Massachusetts,21J,419
2021-12-15,-17,Pennsylvania,21I,3
2021-11-03,-59,Missouri,21I,4
2021-10-18,-75,Alaska,21I,3
2021-11-18,-44,Pennsylvania,21J,225
2021-12-09,-23,California,21J,551
2021-11-05,-57,California,21A,13
2021-11-07,-55,Rhode Island,21I,4
2021-11-15,-47,Vermont,21I,3
2021-11-08,-54,New York,21I,7
2021-10-05,-88,Arizona,21I,4
2021-12-13,-19,New Mexico,other,1
2021-10-21,-72,Utah,21A,3
2021-10-31,-62,Florida,other,1
2021-11-27,-35,Massachusetts,21I,21
2021-11-07,-55,Tennessee,21J,36
2021-12-17,-15,Puerto Rico,21J,3
2021-10-26,-67,Utah,21J,53
2021-12-17,-15,Hawaii,21K,4
2021-10-21,-72,Nevada,21A,3
2021-10-15,-78,Nevada,21I,4
2021-10-05,-88,Wisconsin,21A,3
2021-12-12,-20,Oklahoma,21J,4
2021-11-22,-40,West Virginia,21I,2
2021-10-20,-73,Kentucky,21J,48
2021-12-12,-20,Massachusetts,21J,253
2021-12-01,-31,Connecticut,21J,74
2021-10-20,-73,Michigan,other,2
2021-11-13,-49,Georgia,other,1
2021-11-08,-54,Florida,other,2
2021-11-08,-54,North Dakota,21J,7
2021-12-08,-24,Massachusetts,21J,952
2021-10-21,-72,New York,21J,227
2021-12-05,-27,Arizona,21J,71
2021-12-13,-19,Minnesota,other,2
2021-12-17,-15,Georgia,other,2
2021-10-25,-68,Illinois,other,2
2021-11-12,-50,New Mexico,21I,1
2021-11-16,-46,Washington DC,21J,12
2021-11-05,-57,Colorado,other,7
2021-10-29,-64,Florida,21I,4
2021-10-21,-72,North Carolina,other,1
2021-12-08,-24,Wisconsin,21K,1
2021-12-17,-15,New York,21K,101
2021-11-08,-54,Tennessee,21J,51
2021-10-12,-81,Vermont,21J,93
2021-11-19,-43,Mississippi,21I,1
2021-11-05,-57,South Carolina,21I,2
2021-10-09,-84,West Virginia,21I,8
2021-11-19,-43,Ohio,21I,6
2021-11-01,-61,Nevada,21A,1
2021-11-21,-41,Minnesota,21J,580
2021-10-25,-68,New Jersey,21I,2
2021-11-13,-49,New York,21I,3
2021-12-14,-18,New Mexico,21A,1
2021-12-04,-28,Texas,21J,96
2021-10-27,-66,Iowa,21I,2
2021-10-10,-83,Massachusetts,21A,5
2021-12-14,-18,Rhode Island,21J,45
2021-11-15,-47,Texas,other,3
2021-11-24,-38,Ohio,21A,1
2021-11-26,-36,Vermont,21J,35
2021-10-17,-76,Ohio,21J,85
2021-12-17,-15,Kentucky,21K,3
2021-10-24,-69,South Carolina,21J,26
2021-12-14,-18,Connecticut,21K,7
2021-11-12,-50,Massachusetts,other,5
2021-10-04,-89,Illinois,21A,1
2021-11-08,-54,West Virginia,21J,79
2021-10-05,-88,Arkansas,21J,114
2021-12-22,-10,New Jersey,21K,1
2021-11-01,-61,South Carolina,21I,5
2021-10-14,-79,Missouri,21I,1
2021-11-30,-32,North Carolina,21J,71
2021-11-13,-49,Alabama,21J,1
2021-12-06,-26,Maryland,21I,2
2021-12-01,-31,Iowa,21I,1
2021-12-07,-25,North Carolina,21J,103
2021-12-09,-23,Washington DC,21J,13
2021-11-21,-41,Georgia,21I,1
2021-10-28,-65,Pennsylvania,21I,12
2021-10-04,-89,Rhode Island,other,1
2021-11-20,-42,Tennessee,21J,36
2021-11-11,-51,Texas,21I,3
2021-10-23,-70,Massachusetts,21A,3
2021-11-16,-46,Connecticut,21J,125
2021-10-10,-83,Maryland,21I,3
2021-11-03,-59,Maine,21J,0
2021-12-17,-15,Indiana,21K,5
2021-12-16,-16,Delaware,21J,2
2021-11-26,-36,Virginia,21I,2
2021-10-28,-65,Minnesota,other,3
2021-10-20,-73,Massachusetts,21J,332
2021-10-27,-66,Massachusetts,other,1
2021-10-05,-88,Oregon,21J,69
2021-11-20,-42,Idaho,21I,1
2021-11-04,-58,Wisconsin,other,2
2021-11-07,-55,Pennsylvania,21A,1
2021-12-16,-16,Virginia,21K,8
2021-11-11,-51,Massachusetts,21I,20
2021-10-14,-79,North Dakota,21J,5
2021-10-15,-78,Utah,21I,3
2021-11-23,-39,Arizona,21A,1
2021-10-08,-85,New York,21A,1
2021-11-08,-54,West Virginia,21I,1
2021-11-12,-50,Ohio,21I,8
2021-10-24,-69,Ohio,other,1
2021-11-13,-49,Wyoming,21J,5
2021-11-11,-51,Alabama,21J,10
2021-11-06,-56,Pennsylvania,21J,131
2021-11-16,-46,Connecticut,other,1
2021-10-25,-68,Kentucky,21I,4
2021-11-01,-61,Alabama,21J,10
2021-11-13,-49,South Carolina,21J,48
2021-12-09,-23,Connecticut,21K,2
2021-12-18,-14,Tennessee,21J,1
2021-10-07,-86,Missouri,21I,4
2021-12-08,-24,Puerto Rico,21J,6
2021-12-21,-11,Tennessee,21K,2
2021-12-10,-22,Ohio,21J,174
2021-11-22,-40,Oregon,21I,3
2021-12-14,-18,Massachusetts,21A,3
2021-10-08,-85,Virginia,21J,70
2021-10-22,-71,Alaska,21J,29
2021-11-19,-43,Arizona,21A,3
2021-10-17,-76,Ohio,21I,7
2021-10-16,-77,North Carolina,other,2
2021-10-26,-67,Pennsylvania,other,1
2021-10-07,-86,Tennessee,other,3
2021-12-15,-17,Nevada,21J,16
2021-12-07,-25,California,21I,42
2021-10-04,-89,Louisiana,21J,24
2021-11-12,-50,Nebraska,21J,47
2021-11-26,-36,Maryland,21K,1
2021-11-02,-60,Indiana,21J,127
2021-10-18,-75,Rhode Island,21A,2
2021-11-06,-56,Michigan,21A,1
2021-10-04,-89,New York,21I,4
2021-11-20,-42,Illinois,other,1
2021-11-30,-32,Rhode Island,21J,82
2021-11-17,-45,Michigan,21J,420
2021-11-26,-36,Tennessee,21J,27
2021-11-18,-44,Oklahoma,21I,1
2021-12-03,-29,Virginia,21J,35
2021-10-26,-67,Nevada,21A,1
2021-10-19,-74,Nevada,21A,3
2021-12-01,-31,New Hampshire,21J,62
2021-11-30,-32,Georgia,21J,35
2021-10-29,-64,Maine,other,0
2021-11-07,-55,Arizona,21A,2
2021-11-22,-40,Texas,21I,5
2021-10-09,-84,Tennessee,21I,6
2021-10-26,-67,Idaho,21J,47
2021-10-30,-63,Minnesota,21I,5
2021-10-15,-78,Missouri,21I,2
2021-10-29,-64,Alabama,21J,6
2021-10-18,-75,Illinois,21J,116
2021-11-27,-35,Illinois,21I,4
2021-10-08,-85,Arizona,other,1
2021-10-04,-89,Kansas,21I,2
2021-11-12,-50,Pennsylvania,21J,220
2021-10-08,-85,Rhode Island,other,1
2021-10-29,-64,Vermont,21I,4
2021-11-08,-54,Colorado,21J,374
2021-11-04,-58,Missouri,21I,3
2021-12-21,-11,California,21K,1519
2021-12-11,-21,Texas,21J,57
2021-10-22,-71,California,other,2
2021-12-07,-25,Connecticut,21K,2
2021-10-03,-90,Washington,other,1
2021-11-10,-52,Massachusetts,other,2
2021-10-30,-63,New Mexico,21J,52
2021-11-02,-60,Texas,21A,2
2021-10-15,-78,Montana,21A,1
2021-10-21,-72,Rhode Island,21J,16
2021-11-22,-40,New York,other,1
2021-11-08,-54,Pennsylvania,other,1
2021-12-18,-14,North Carolina,21J,7
2021-11-04,-58,Virginia,other,1
2021-11-16,-46,Arizona,21J,141
2021-11-14,-48,Idaho,21I,1
2021-11-03,-59,Kansas,21I,1
2021-11-28,-34,Oklahoma,21J,7
2021-12-16,-16,Maryland,21J,14
2021-12-09,-23,Washington,21J,167
2021-10-20,-73,Washington DC,21I,1
2021-10-12,-81,Nevada,21I,2
2021-10-21,-72,Oklahoma,other,1
2021-12-22,-10,Massachusetts,21J,52
2021-11-11,-51,Ohio,21J,185
2021-10-28,-65,South Dakota,21I,1
2021-12-06,-26,Michigan,21A,1
2021-11-18,-44,Illinois,other,1
2021-10-17,-76,Maryland,other,1
2021-11-28,-34,Arkansas,21J,9
2021-10-05,-88,Michigan,21J,249
2021-12-15,-17,Oregon,21K,5
2021-11-20,-42,Pennsylvania,other,2
2021-10-04,-89,Maryland,21I,10
2021-11-13,-49,Rhode Island,21J,44
2021-10-17,-76,Utah,21I,1
2021-12-01,-31,Maryland,21K,1
2021-11-18,-44,Wisconsin,21A,3
2021-11-09,-53,Colorado,other,4
2021-12-05,-27,Missouri,21I,1
2021-12-06,-26,Massachusetts,21A,5
2021-11-14,-48,California,other,5
2021-12-07,-25,South Carolina,21J,17
2021-11-30,-32,Texas,21I,4
2021-10-14,-79,Oregon,21I,4
2021-11-21,-41,Ohio,21I,4
2021-10-19,-74,Utah,other,1
2021-10-09,-84,Indiana,21I,6
2021-12-04,-28,Pennsylvania,21I,1
2021-11-30,-32,Vermont,21I,3
2021-11-19,-43,Colorado,21A,1
2021-10-06,-87,South Dakota,21J,17
2021-11-12,-50,Tennessee,21J,40
2021-10-26,-67,Alaska,other,2
2021-10-26,-67,Oregon,21A,1
2021-11-15,-47,South Carolina,21I,1
2021-12-15,-17,Georgia,21I,1
2021-10-13,-80,New Hampshire,21I,3
2021-11-17,-45,Missouri,21J,89
2021-12-14,-18,Michigan,21I,3
2021-10-08,-85,North Carolina,21I,7
2021-11-29,-33,Connecticut,21I,1
2021-10-20,-73,Oregon,21J,61
2021-12-14,-18,Washington,21J,110
2021-11-10,-52,Delaware,21J,19
2021-10-17,-76,Illinois,21I,1
2021-10-29,-64,New Mexico,21I,7
2021-10-16,-77,Texas,other,2
2021-10-24,-69,Idaho,21J,20
2021-12-09,-23,Arizona,21A,1
2021-12-03,-29,Massachusetts,21K,9
2021-11-13,-49,Missouri,21I,2
2021-12-12,-20,Massachusetts,21K,10
2021-10-06,-87,Texas,other,1
2021-11-03,-59,Puerto Rico,21I,2
2021-11-15,-47,Wisconsin,other,3
2021-12-03,-29,Texas,21A,2
2021-10-05,-88,Connecticut,other,1
2021-10-13,-80,Pennsylvania,21I,13
2021-11-26,-36,Georgia,21I,3
2021-10-05,-88,Nebraska,21I,1
2021-11-09,-53,New York,21I,5
2021-10-29,-64,Utah,21I,2
2021-10-16,-77,Virginia,21I,1
2021-11-30,-32,Michigan,21J,150
2021-10-14,-79,West Virginia,21A,2
2021-11-01,-61,Pennsylvania,21J,156
2021-12-08,-24,Georgia,21J,39
2021-12-13,-19,Rhode Island,21A,1
2021-12-14,-18,Oregon,21K,4
2021-10-29,-64,New Mexico,21J,69
2021-10-16,-77,Florida,21J,102
2021-10-25,-68,Texas,21A,2
2021-11-11,-51,Utah,21I,1
2021-11-05,-57,Mississippi,21J,8
2021-12-19,-13,Oregon,21K,2
2021-10-30,-63,New York,21A,2
2021-12-07,-25,Rhode Island,21A,1
2021-10-17,-76,Michigan,21I,8
2021-10-20,-73,Virginia,21A,3
2021-12-15,-17,Delaware,21J,3
2021-11-16,-46,Colorado,21A,6
2021-12-01,-31,West Virginia,21I,1
2021-10-30,-63,Colorado,other,1
2021-11-01,-61,Florida,21A,5
2021-11-14,-48,West Virginia,21A,1
2021-10-07,-86,North Carolina,21I,18
2021-12-17,-15,Arkansas,21K,5
2021-10-21,-72,West Virginia,21J,88
2021-10-20,-73,Nevada,21J,54
2021-10-22,-71,Oregon,21I,1
2021-10-24,-69,New Jersey,21J,69
2021-10-11,-82,New Hampshire,21J,43
2021-11-01,-61,Colorado,other,1
2021-12-13,-19,Rhode Island,21K,2
2021-11-14,-48,California,21A,2
2021-11-15,-47,Ohio,21J,81
2021-11-22,-40,Wisconsin,21I,5
2021-11-01,-61,Michigan,other,2
2021-12-13,-19,Illinois,21K,45
2021-10-05,-88,New Hampshire,21J,36
2021-10-28,-65,Louisiana,21I,1
2021-11-19,-43,California,other,4
2021-12-06,-26,Ohio,21I,2
2021-11-14,-48,Louisiana,21J,2
2021-11-17,-45,Oregon,21J,36
2021-10-12,-81,Arizona,other,3
2021-11-30,-32,California,21A,6
2021-11-07,-55,Washington DC,21J,1
2021-10-11,-82,New Jersey,21A,1
2021-10-09,-84,New Mexico,21J,67
2021-11-20,-42,Massachusetts,21J,480
2021-11-16,-46,Maryland,other,1
2021-10-12,-81,Nebraska,21I,2
2021-10-13,-80,Kentucky,21J,23
2021-12-02,-30,Oregon,21I,2
2021-12-03,-29,Louisiana,21K,3
2021-10-19,-74,Arkansas,21J,34
2021-11-10,-52,New Hampshire,21I,3
2021-11-23,-39,Texas,21I,1
2021-10-17,-76,Louisiana,21J,10
2021-10-08,-85,New York,21J,133
2021-11-11,-51,Texas,21A,1
2021-12-01,-31,Oregon,21J,15
2021-11-10,-52,Arizona,21A,1
2021-12-02,-30,Kentucky,21J,28
2021-10-16,-77,South Carolina,21I,2
2021-10-24,-69,Delaware,21J,5
2021-11-04,-58,North Dakota,21J,11
2021-10-11,-82,Florida,21A,2
2021-10-14,-79,Minnesota,21A,3
2021-10-19,-74,Oregon,21J,80
2021-11-27,-35,Indiana,21I,6
2021-10-21,-72,Wisconsin,other,1
2021-11-09,-53,New York,21A,3
2021-10-29,-64,Ohio,other,1
2021-12-03,-29,Tennessee,21J,9
2021-10-03,-90,Virginia,21J,31
2021-11-17,-45,Wisconsin,21I,13
2021-10-07,-86,Virginia,other,1
2021-12-06,-26,California,21A,8
2021-10-28,-65,Virginia,21J,83
2021-11-11,-51,New Mexico,21J,115
2021-11-12,-50,Minnesota,21A,1
2021-12-21,-11,Massachusetts,21J,356
2021-10-06,-87,Pennsylvania,21J,244
2021-10-28,-65,Rhode Island,21J,31
2021-11-22,-40,Arizona,21I,5
2021-10-21,-72,Wyoming,21J,29
2021-11-01,-61,New Jersey,21J,87
2021-11-12,-50,Delaware,21J,20
2021-12-14,-18,Alaska,21J,1
2021-10-14,-79,Missouri,21A,2
2021-10-07,-86,Texas,21I,15
2021-10-04,-89,Arizona,21A,11
2021-10-13,-80,Florida,21I,8
2021-10-03,-90,North Carolina,21J,105
2021-12-14,-18,Virginia,21I,2
2021-10-10,-83,West Virginia,21I,5
2021-10-10,-83,Wisconsin,21J,132
2021-11-27,-35,Arizona,21I,5
2021-12-13,-19,Alabama,21K,2
2021-10-17,-76,Massachusetts,21J,221
2021-12-01,-31,Nevada,21J,58
2021-11-22,-40,Ohio,21I,10
2021-10-20,-73,Rhode Island,21A,1
2021-10-12,-81,South Dakota,other,1
2021-10-25,-68,Colorado,other,1
2021-11-13,-49,Massachusetts,21I,9
2021-10-05,-88,Alaska,21A,2
2021-11-19,-43,Pennsylvania,other,2
2021-11-27,-35,Florida,21I,3
2021-11-19,-43,Wyoming,other,1
2021-12-08,-24,Vermont,21K,1
2021-10-06,-87,Florida,21I,14
2021-11-21,-41,Ohio,other,1
2021-11-20,-42,Florida,21J,74
2021-10-26,-67,West Virginia,21J,101
2021-12-02,-30,Massachusetts,21I,39
2021-11-09,-53,Indiana,21A,1
2021-12-14,-18,Maryland,21I,6
2021-12-23,-9,West Virginia,21J,6
2021-11-22,-40,Oklahoma,21J,13
2021-10-24,-69,South Dakota,21J,9
2021-11-19,-43,Virginia,21J,65
2021-12-09,-23,Maryland,21J,55
2021-11-30,-32,New York,21J,249
2021-12-04,-28,Wisconsin,21I,4
2021-12-06,-26,Connecticut,21J,86
2021-12-13,-19,Rhode Island,21J,45
2021-11-11,-51,Washington,21I,6
2021-10-04,-89,Nebraska,21I,1
2021-11-03,-59,New Jersey,other,1
2021-11-23,-39,Hawaii,21J,2
2021-10-29,-64,Tennessee,21J,71
2021-10-19,-74,West Virginia,21J,97
2021-12-02,-30,California,21J,681
2021-11-25,-37,Oregon,21J,2
2021-12-17,-15,Washington,other,1
2021-12-15,-17,Minnesota,21K,5
2021-11-26,-36,California,21J,426
2021-11-18,-44,Hawaii,21J,3
2021-12-16,-16,Florida,21I,1
2021-10-17,-76,California,21J,172
2021-12-10,-22,North Carolina,21I,1
2021-11-09,-53,Maryland,21J,106
2021-11-10,-52,New Mexico,21I,7
2021-12-03,-29,Michigan,21J,182
2021-11-04,-58,Michigan,21A,2
2021-10-06,-87,Maine,21J,0
2021-10-15,-78,Pennsylvania,other,1
2021-11-16,-46,New Jersey,21J,135
2021-10-16,-77,Colorado,21J,220
2021-11-16,-46,Kentucky,21I,2
2021-11-26,-36,Georgia,21J,52
2021-12-05,-27,Pennsylvania,21I,3
2021-10-10,-83,Montana,21J,3
2021-10-18,-75,Rhode Island,21J,46
2021-10-11,-82,Mississippi,21J,25
2021-11-15,-47,Montana,21J,10
2021-12-06,-26,Alaska,21J,3
2021-10-09,-84,New Mexico,21I,12
2021-11-09,-53,Wyoming,21I,1
2021-10-06,-87,Massachusetts,21A,3
2021-11-13,-49,New Mexico,21A,2
2021-12-07,-25,Minnesota,21J,604
2021-11-15,-47,Nebraska,21I,1
2021-11-23,-39,Tennessee,21A,1
2021-11-26,-36,Illinois,21I,5
2021-11-04,-58,Arizona,21J,125
2021-11-09,-53,Louisiana,21J,12
2021-11-27,-35,West Virginia,21J,42
2021-10-31,-62,Florida,21J,80
2021-11-06,-56,Iowa,other,1
2021-11-19,-43,Virginia,21I,5
2021-10-19,-74,Puerto Rico,21J,3
2021-11-16,-46,Rhode Island,21J,39
2021-11-13,-49,Kansas,21J,45
2021-10-29,-64,Vermont,21J,101
2021-10-20,-73,Colorado,21J,290
2021-10-25,-68,North Dakota,21J,14
2021-11-14,-48,Oregon,21J,34
2021-10-20,-73,Massachusetts,21A,1
2021-10-07,-86,Wisconsin,other,3
2021-12-07,-25,Utah,21J,24
2021-12-14,-18,Virginia,21J,97
2021-12-13,-19,Nevada,21J,48
2021-11-28,-34,Colorado,21A,4
2021-10-05,-88,Rhode Island,21I,6
2021-10-19,-74,Colorado,21A,10
2021-11-14,-48,New Mexico,21J,91
2021-10-22,-71,Ohio,21A,2
2021-11-20,-42,Ohio,21J,56
2021-11-20,-42,Illinois,21I,6
2021-12-16,-16,Illinois,21K,88
2021-11-10,-52,Montana,other,1
2021-11-16,-46,Maine,21J,0
2021-10-14,-79,Maine,21I,0
2021-10-20,-73,Louisiana,21J,14
2021-10-19,-74,Pennsylvania,other,1
2021-12-04,-28,Maine,21J,0
2021-12-16,-16,Virginia,21J,14
2021-11-23,-39,Kentucky,other,1
2021-10-19,-74,North Carolina,21I,14
2021-10-23,-70,Tennessee,21A,1
2021-11-03,-59,Wyoming,21J,12
2021-10-16,-77,Connecticut,21J,30
2021-10-22,-71,Hawaii,21J,13
2021-11-14,-48,Kansas,other,2
2021-12-15,-17,Minnesota,other,1
2021-10-21,-72,New Jersey,21J,155
2021-10-13,-80,Nevada,21A,2
2021-12-16,-16,Georgia,21I,1
2021-12-10,-22,Pennsylvania,21K,5
2021-11-16,-46,Arizona,21I,11
2021-11-23,-39,California,21J,726
2021-10-16,-77,New York,other,1
2021-10-15,-78,New Jersey,21I,11
2021-10-25,-68,Rhode Island,21I,4
2021-11-26,-36,Tennessee,21I,1
2021-12-17,-15,Tennessee,21K,21
2021-11-07,-55,Connecticut,21J,36
2021-11-11,-51,Alabama,21I,1
2021-11-21,-41,Massachusetts,21I,15
2021-10-10,-83,New York,21I,6
2021-10-21,-72,Tennessee,other,1
2021-11-06,-56,West Virginia,21I,3
2021-12-14,-18,Colorado,21K,84
2021-10-26,-67,California,21A,14
2021-12-09,-23,Oklahoma,21J,8
2021-10-09,-84,Colorado,other,1
2021-12-06,-26,Illinois,21J,128
2021-11-03,-59,New York,21A,4
2021-11-22,-40,Indiana,21A,1
2021-12-17,-15,New Mexico,21K,2
2021-12-22,-10,California,21A,1
2021-11-14,-48,South Dakota,21J,20
2021-11-03,-59,Maine,21I,0
2021-11-15,-47,Wyoming,21J,5
2021-10-27,-66,Maine,21J,0
2021-11-04,-58,West Virginia,21I,6
2021-12-14,-18,Kentucky,21J,31
2021-11-16,-46,Montana,21J,24
2021-11-08,-54,New Jersey,other,2
2021-10-15,-78,Alaska,21I,4
2021-12-16,-16,Nevada,21K,5
2021-11-23,-39,Vermont,21J,4
2021-10-08,-85,Wisconsin,21I,7
2021-10-08,-85,California,21J,652
2021-11-10,-52,Indiana,21I,5
2021-11-11,-51,South Carolina,21J,21
2021-10-26,-67,Rhode Island,21A,1
2021-11-21,-41,Michigan,21J,145
2021-10-09,-84,Massachusetts,21I,13
2021-12-18,-14,New Hampshire,21J,6
2021-10-27,-66,Connecticut,21I,3
2021-10-22,-71,Montana,21J,17
2021-12-03,-29,Illinois,21J,46
2021-12-05,-27,Wisconsin,21K,1
2021-10-24,-69,Massachusetts,21J,220
2021-11-08,-54,California,21J,862
2021-11-26,-36,Massachusetts,21J,224
2021-10-07,-86,Florida,21A,2
2021-10-14,-79,Maryland,21I,9
2021-10-22,-71,California,21I,39
2021-10-03,-90,Colorado,21J,128
2021-11-12,-50,Arizona,21I,6
2021-12-06,-26,Ohio,21J,28
2021-10-11,-82,West Virginia,21A,1
2021-11-06,-56,Hawaii,21J,4
2021-10-05,-88,South Dakota,21A,1
2021-10-19,-74,Michigan,21A,1
2021-12-17,-15,Tennessee,21J,16
2021-10-18,-75,Connecticut,21I,2
2021-12-18,-14,Idaho,21J,2
2021-12-15,-17,Tennessee,other,1
2021-10-30,-63,Tennessee,21I,6
2021-11-29,-33,New Jersey,21J,157
2021-11-23,-39,Illinois,other,4
2021-12-03,-29,New York,21A,1
2021-10-14,-79,Puerto Rico,21I,1
2021-10-30,-63,Washington DC,21J,12
2021-11-16,-46,California,21A,21
2021-12-14,-18,West Virginia,21J,112
2021-11-06,-56,Idaho,21A,1
2021-11-30,-32,Connecticut,21A,1
2021-11-08,-54,Mississippi,21I,1
2021-10-12,-81,South Dakota,21A,1
2021-11-27,-35,Washington,21J,33
2021-12-12,-20,Minnesota,21J,80
2021-11-30,-32,Arizona,21A,4
2021-10-03,-90,Oklahoma,21A,1
2021-10-18,-75,Arizona,other,1
2021-10-23,-70,Alabama,21J,5
2021-12-12,-20,Tennessee,21J,21
2021-12-15,-17,Georgia,21K,182
2021-11-14,-48,Wisconsin,21J,125
2021-12-11,-21,Michigan,21I,1
2021-12-03,-29,Hawaii,21J,3
2021-10-07,-86,Nevada,21A,1
2021-11-14,-48,Ohio,21I,5
2021-10-07,-86,Mississippi,21J,21
2021-11-30,-32,Massachusetts,21A,3
2021-10-11,-82,Indiana,21I,10
2021-11-21,-41,Texas,21I,5
2021-11-20,-42,Pennsylvania,21J,135
2021-11-29,-33,Oregon,21J,31
2021-11-24,-38,Nevada,21I,3
2021-12-12,-20,Mississippi,21J,1
2021-12-02,-30,Wisconsin,21I,1
2021-12-10,-22,Montana,21J,2
2021-10-09,-84,New York,21J,74
2021-12-17,-15,Indiana,21J,44
2021-12-08,-24,South Carolina,21J,8
2021-12-15,-17,Virginia,21K,17
2021-10-30,-63,Idaho,21J,37
2021-12-15,-17,Florida,other,2
2021-11-04,-58,Nebraska,other,1
2021-11-03,-59,Oklahoma,21J,17
2021-10-03,-90,Arizona,21I,3
2021-11-08,-54,Florida,21A,1
2021-11-16,-46,Delaware,21J,10
2021-12-07,-25,Maine,21J,0
2021-12-16,-16,Michigan,21K,16
2021-10-14,-79,California,21I,43
2021-11-17,-45,Vermont,21I,7
2021-12-16,-16,California,21K,625
2021-10-09,-84,Idaho,21I,1
2021-12-12,-20,Tennessee,21I,3
2021-11-02,-60,Arizona,21A,1
2021-10-15,-78,Louisiana,21I,2
2021-10-20,-73,North Dakota,21I,1
2021-11-06,-56,Ohio,21J,59
2021-10-21,-72,Massachusetts,21A,5
2021-12-14,-18,Indiana,21J,93
2021-10-24,-69,Kentucky,other,1
2021-10-04,-89,Utah,21A,1
2021-10-07,-86,Missouri,21A,1
2021-12-16,-16,Massachusetts,other,1
2021-11-07,-55,Hawaii,21J,1
2021-12-03,-29,Illinois,21K,2
2021-10-26,-67,Colorado,other,1
2021-11-09,-53,Tennessee,21I,3
2021-10-21,-72,New York,21A,3
2021-10-14,-79,Wisconsin,21J,168
2021-10-18,-75,Texas,21J,159
2021-11-18,-44,Wisconsin,21J,181
2021-10-07,-86,Washington DC,21I,3
2021-10-24,-69,Vermont,21J,26
2021-11-09,-53,Montana,21J,8
2021-10-17,-76,New York,21A,2
2021-12-15,-17,Texas,21K,143
2021-10-03,-90,Iowa,21I,1
2021-11-18,-44,New Mexico,21A,1
2021-11-13,-49,Tennessee,21J,56
2021-12-19,-13,Vermont,21J,13
2021-11-11,-51,Idaho,other,2
2021-12-13,-19,Missouri,21J,8
2021-11-12,-50,Colorado,21J,815
2021-10-07,-86,New Mexico,21I,6
2021-10-20,-73,Washington,21I,13
2021-10-25,-68,Washington,21I,3
2021-11-18,-44,New York,21I,1
2021-11-18,-44,Arizona,other,2
2021-11-12,-50,North Carolina,21J,63
2021-12-14,-18,Iowa,21J,22
2021-12-12,-20,Maine,21K,0
2021-10-18,-75,North Carolina,21I,7
2021-12-11,-21,California,21J,477
2021-10-21,-72,Iowa,21J,35
2021-11-22,-40,Iowa,other,1
2021-11-14,-48,New Jersey,21J,68
2021-12-03,-29,Missouri,21J,36
2021-10-28,-65,Massachusetts,other,2
2021-10-15,-78,New York,21J,157
2021-11-01,-61,Oregon,other,1
2021-10-07,-86,Colorado,other,2
2021-11-20,-42,Indiana,21I,2
2021-10-15,-78,North Carolina,21J,89
2021-10-24,-69,New Mexico,21I,5
2021-11-17,-45,Illinois,other,4
2021-11-20,-42,Illinois,21A,1
2021-10-24,-69,Connecticut,21J,20
2021-12-16,-16,Oregon,21I,1
2021-11-13,-49,Minnesota,21I,9
2021-12-11,-21,California,21A,3
2021-11-27,-35,Michigan,21I,3
2021-12-07,-25,California,21K,10
2021-11-16,-46,Idaho,21J,25
2021-10-22,-71,Maryland,21J,106
2021-12-05,-27,North Dakota,21J,7
2021-10-25,-68,West Virginia,other,1
2021-11-03,-59,Delaware,21J,11
2021-11-06,-56,Puerto Rico,21J,1
2021-10-07,-86,Florida,21J,214
2021-11-04,-58,Arizona,21I,7
2021-12-17,-15,Michigan,21K,24
2021-10-13,-80,Rhode Island,other,1
2021-10-30,-63,Virginia,21J,85
2021-11-05,-57,Nevada,21I,3
2021-10-18,-75,New Mexico,21J,80
2021-10-28,-65,Iowa,21J,39
2021-12-08,-24,Rhode Island,21A,1
2021-10-12,-81,Alaska,21J,57
2021-10-13,-80,Maryland,21J,74
2021-12-20,-12,Maine,21J,0
2021-12-02,-30,Georgia,other,1
2021-10-06,-87,North Carolina,21J,194
2021-10-05,-88,Washington DC,21J,20
2021-12-21,-11,Connecticut,21K,13
2021-12-11,-21,Michigan,21A,1
2021-11-26,-36,Minnesota,21J,207
2021-12-14,-18,New Jersey,21K,48
2021-10-04,-89,Colorado,21I,11
2021-10-16,-77,Georgia,21J,71
2021-11-03,-59,Rhode Island,21A,1
2021-12-15,-17,Connecticut,other,1
2021-10-05,-88,Idaho,other,3
2021-11-07,-55,Minnesota,other,1
2021-10-25,-68,Massachusetts,21A,2
2021-12-06,-26,Rhode Island,21A,2
2021-12-10,-22,Hawaii,21K,1
2021-11-09,-53,Ohio,21I,4
2021-10-28,-65,Oregon,21A,1
2021-10-27,-66,Arizona,21J,135
2021-10-14,-79,Hawaii,21J,3
2021-10-30,-63,Idaho,21I,2
2021-10-05,-88,Georgia,21J,148
2021-10-11,-82,Massachusetts,21J,297
2021-10-29,-64,Minnesota,other,1
2021-12-12,-20,New Hampshire,21J,17
2021-10-25,-68,Arkansas,other,1
2021-12-07,-25,California,21J,823
2021-10-13,-80,Montana,other,1
2021-11-08,-54,Tennessee,21A,1
2021-10-14,-79,Montana,21J,21
2021-10-08,-85,California,other,3
2021-12-10,-22,Connecticut,21I,3
2021-11-24,-38,Puerto Rico,21J,1
2021-11-05,-57,Idaho,21I,1
2021-11-15,-47,Utah,21I,2
2021-10-15,-78,Connecticut,21J,60
2021-12-07,-25,Arizona,21A,1
2021-11-18,-44,New York,21A,2
